sweep_parameter,sweep_value,dynamics,t,theory_norm_mean,theory_norm_se,amp_mean,amp_se,amp_norm_mean,amp_norm_se,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
R,6.0,microscopic,32,3.740266240563292e-07,0.0,0.0005066182147606838,0.0006791182947938119,0.010032827610630983,0.01360886019331856,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,33,2.355351461766355e-07,0.0,-0.0003444150521570821,0.0008954475394902609,-0.006894616317920085,0.017976289165669918,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,34,1.4832314470772577e-07,0.0,-0.0002648267874939487,0.001197288845266466,-0.0052619232508965795,0.02409656455601818,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,35,9.340328020299199e-08,0.0,-0.000754554460743732,0.001570128023516989,-0.01496679776159063,0.03155455462353894,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,36,5.881868787147022e-08,0.0,-0.00034879025095875624,0.0012005527708749265,-0.006842430817447398,0.024151268215791055,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,37,3.7039791701133596e-08,0.0,-0.000963582706728036,0.0008053456718020008,-0.019387377705568934,0.01620651597936454,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,38,2.332500466962682e-08,1.2505795372282194e-24,-0.001808830852267941,0.0011803005152567555,-0.036388649715589166,0.02369335258211996,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,39,1.4688415292072556e-08,6.252897686141097e-25,-9.152724446422967e-05,0.0008312566434327434,-0.0016897694740966654,0.016656600787844842,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,40,9.249710636642833e-09,0.0,0.0008682610290620704,0.0010449289765787101,0.017552009183488253,0.021004871438886966,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,12.0,gaussian_map,0,1.0,0.0,0.050000225098650236,0.0003301439927716651,1.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,1,0.42771155064796623,2.0981243021257878e-17,0.021110121950423444,0.0002746348461260301,0.42217465538031806,0.004321825862069104,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,2,0.1829371705576877,1.0490621510628939e-17,0.008963404968142132,0.00018812508416549869,0.17928160995329429,0.00364582435041873,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,3,0.07824434089038008,0.0,0.0038497151199849903,9.371563376139877e-05,0.07696314125665335,0.0016105091014289254,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,4,0.033466008371652534,0.0,0.0015425734108650713,8.288448986822471e-05,0.03080855769176169,0.0015238081637699373,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,5,0.014313798334637322,0.0,0.000570717776351311,9.061293001556454e-05,0.011381852745958182,0.0017506440791765449,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,6,0.006122176881370005,0.0,0.00025011339770298545,7.51586614767131e-05,0.005002080425130827,0.0014853905424728972,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,7,0.002618525767271895,1.6391596110357717e-19,0.00011027206592330539,6.133365720291308e-05,0.002235294509147289,0.0012174077895579173,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,8,0.0011199737163315173,0.0,8.534195732137898e-05,6.173135101621525e-05,0.0017029397588215545,0.001215933111651036,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,9,0.00047902569489711874,0.0,7.89749320147794e-05,3.630016669015156e-05,0.0015635030385295695,0.0007199786093883666,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,10,0.00020488482276466614,1.0244747568973573e-20,2.0195041898361634e-05,2.974819680739941e-05,0.0003853282694737585,0.0005877758205235969,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,11,8.763160524890908e-05,5.122373784486787e-21,4.163368178538757e-05,2.135078408940977e-05,0.0008267549389316421,0.0004199324410111929,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,12,3.748104976678136e-05,0.0,-1.4787925750673415e-05,2.686085467329355e-05,-0.00030686682138209183,0.000536218037070929,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,13,1.6031077915663646e-05,0.0,7.505923909465166e-06,2.4819183756991645e-05,0.00015647936492524148,0.0005031714066806292,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,14,6.856677193866864e-06,0.0,7.3312802214329005e-06,2.2568910123796736e-05,0.00014669372469164018,0.0004555801594594298,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,15,2.9326800348813413e-06,1.6007418076521208e-22,1.1489833763062898e-05,1.662594256217546e-05,0.00022551659777040895,0.00033544186952340664,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,16,1.25434112527343e-06,8.003709038260604e-23,-5.281824498024077e-07,1.3712201829437337e-05,-1.4227319290608915e-05,0.00027819964025218533,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,17,5.364961877322136e-07,0.0,2.5500157207840213e-06,1.3329378876633394e-05,5.0192644887070905e-05,0.0002705583058675836,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,18,2.294656163716674e-07,2.000927259565151e-23,-6.977998133138393e-06,1.037670258980557e-05,-0.00013947418373950698,0.00021096146605770525,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,19,9.814509459871724e-08,5.0023181489128776e-24,-6.193897584426886e-06,4.954217224314141e-06,-0.0001228056688502928,9.927091846278688e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,20,4.1977790599308665e-08,0.0,-1.5145787826820328e-07,5.365663102080887e-06,1.4053560768122187e-08,0.00010769147068422003,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,21,1.795438591000593e-08,0.0,-1.3411838884663983e-06,3.719552818575883e-06,-2.6260057299450272e-05,7.43267001761934e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,22,7.679298238500631e-09,0.0,-4.548945209858347e-06,2.3980201929531125e-06,-9.207079291486997e-05,4.832577779625958e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,23,3.2845245574773007e-09,1.5632244215352742e-25,-1.8979156297072036e-07,1.3967536555896745e-06,-3.6934911403916095e-06,2.7897499506588626e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,24,1.404829091619941e-09,7.816122107676371e-26,6.809837511758008e-06,8.731716877914395e-06,0.0001396573336595611,0.00017585877782759263,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,25,6.008616291721387e-10,0.0,5.011368641653691e-06,5.833970751163912e-06,0.00010241464654715056,0.00011719876378995691,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,26,2.5699545913807866e-10,0.0,1.3834747587054722e-06,1.9041111666933881e-06,2.84462444797228e-05,3.841737119364201e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,27,1.0991992633743365e-10,4.885076317297732e-27,6.321057944828349e-07,1.4825817814358915e-06,1.1873793272807243e-05,2.922946119021472e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,28,4.701402214089397e-11,0.0,5.888957850118814e-07,1.3173385874301743e-06,1.1095723553633073e-05,2.5959559163657203e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,29,2.0108440312079577e-11,1.221269079324433e-27,2.17842787431721e-06,1.4486905762716559e-06,4.3522168879449915e-05,2.9056914490516534e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,30,8.600612186991628e-12,0.0,-1.2029681412907389e-06,1.2029681412907387e-06,-2.4421202835897108e-05,2.4421202835897105e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,31,3.6785811750199845e-12,0.0,-7.926581106884389e-07,7.926581106884389e-07,-1.6091585334813034e-05,1.6091585334813034e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,32,1.5733716585522146e-12,1.5265863491555413e-28,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,33,6.729492318249304e-13,3.816465872888853e-29,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,34,2.878281594511986e-13,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,35,1.2310742839902223e-13,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
R,12.0,gaussian_map,36,5.265446909682925e-14,4.7705823411110664e-30,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
