sweep_parameter,sweep_value,dynamics,seed_index,seed,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_fit,fit_r2,A0,A1,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
delta,-0.05,microscopic,6,51260807,0,0.0,0.0,1.0,0.562911200236417,0.5617014042898285,0.9807180920478188,0.049812499999999996,0.027822916666666676,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,51260807,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5419975683479563,0.9956790678562449,0.0504876546503682,0.027047303358696463,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,51260807,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3386360301484834,0.9445584396625202,0.05028751156289555,0.01674833367818198,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,51260807,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.08337443678594132,0.9321400781004245,0.05010935484620399,-0.0041491310738039746,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,51260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.11709511516950916,0.8340865086946211,0.05004473159209706,-0.0060693151980046895,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,51260807,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.001087217735633308,-1.108141336272634,0.04878030839968085,-7.366454968462879e-05,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,0,0.0,0.0,1.0,0.562911200236417,0.5829057716712732,0.9792940606818634,0.049046875,0.028651041666666675,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.502189752557455,0.9960852444917498,0.04898342872963322,0.02504077575172392,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.35695849773137983,0.9753849544109582,0.04988932782771173,0.01765205091885129,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.03607061941596634,0.7216522709801938,0.04991520695968771,-0.001802198895415687,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1556348806810878,0.9917685008392988,0.04883713710954318,-0.007644826929966077,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,51260808,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.019760687017351328,-7.616057040409288,0.05085745827421978,-0.0010562431916726588,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,0,0.0,0.0,1.0,0.72,0.7040199273295785,0.9995188717015691,0.05022916666666666,0.035500000000000004,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6252289250271165,0.9995743293681608,0.04926010280935165,0.03063759719795545,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.41288628743720834,0.9997840757783178,0.05005935333119306,0.020652558277590202,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.050535709890657074,0.971653729985922,0.04960130156450957,-0.002505073047464235,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.1931191500524977,0.9987328927471716,0.050736413902018176,-0.009802489489783552,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,52260801,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.012875335037720412,0.5683785023031998,0.05091260648915791,0.0006624799605349303,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,0,0.0,0.0,1.0,0.72,0.7055178508674235,0.9995449295648873,0.04988541666666666,0.035328125,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6398424901742623,0.9998771850231644,0.049772588844387844,0.03179664034031769,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4071755082336397,0.9996141828888488,0.04999443151955124,0.02032015955740504,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06065634439261437,0.9821130975359259,0.05072338967782207,-0.0030929416774901214,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.17941187446445256,0.9995853788171286,0.05030264677996088,-0.009024832895134286,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,52260802,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.006723040873652894,-3.0211445320538823,0.04989272143349323,0.00033238505566467343,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,0,0.0,0.0,1.0,0.72,0.7030322468112123,0.9984186566787454,0.050020833333333334,0.035380208333333336,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6228547200530502,0.9965728378922787,0.04995425144660213,0.03172937182210892,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4136020049159727,0.9991419802444353,0.0505800217832781,0.02105388625767777,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.05249986030028346,0.9773618050413159,0.0502642763124352,-0.002629685433809853,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.18350937382513455,0.9973392118359675,0.04962898260994164,-0.009119148008689223,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,52260803,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.0005658408771286673,-0.49900606852565965,0.050288080627992233,2.808492106986083e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,0,0.0,0.0,1.0,0.72,0.7075496367217284,0.9965073595933148,0.05072395833333333,0.03536458333333334,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6293971999365842,0.9999004531311123,0.050655280670918845,0.03185810780651285,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4127212446135986,0.9957660837863701,0.04885311238301672,0.01983223128015048,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.0595753864701063,0.9817818278948969,0.05005085228891579,-0.0029696854441885155,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.16069686746487835,0.9956673786422594,0.050882561634887524,-0.00822776697630332,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,52260804,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.007558351531142877,-0.6850294111135968,0.049655181354563094,0.0003740517223313402,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,0,0.0,0.0,1.0,0.72,0.702927015733258,0.9988166650450128,0.04915625,0.034208333333333334,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6363070311682419,0.9966835006035777,0.050519558409458355,0.03270147090576697,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.43628599182424593,0.9983703666122957,0.04992444109716007,0.021790753369392464,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.044990838434676654,0.9041275517133064,0.04960134328978212,-0.002216894317945863,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.17817572526757458,0.9958541161712529,0.05065877566865348,-0.0090903360752373,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,52260805,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.003388208067687089,-0.8356395150556726,0.0489514623644553,-0.0001669404108503002,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,0,0.0,0.0,1.0,0.72,0.6953939716860065,0.999254654136785,0.05113541666666667,0.03569270833333333,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6269229318197419,0.9983018662793628,0.05022442161064864,0.031114062632990425,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.42298296627949394,0.9988440763222157,0.05096420289995973,0.021712448929867158,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06314256849572789,0.9853708337349142,0.049580497864767294,-0.0031318761962600356,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.17477204702807783,0.9988201097698493,0.049882071554387376,-0.008706975605662078,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,52260806,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.013017379079488875,-0.09206982406665531,0.05048081580911798,-0.0006589409400958093,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,0,0.0,0.0,1.0,0.72,0.7150350843600628,0.9996402927588417,0.05066666666666667,0.036348958333333334,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.628497602567931,0.998585692657861,0.049837442417830904,0.03100391428183081,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.42173814359400436,0.9995430620707009,0.050004810513083364,0.02121496435213673,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06818891807380555,0.9922964871438933,0.05000302450771227,-0.0034022810073909707,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.1804006039029523,0.9997986325452387,0.049482215120791526,-0.008924467782364453,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,52260807,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.004849432978086711,0.03735518406617966,0.05040565549339743,0.00024581329386826365,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,0,0.0,0.0,1.0,0.72,0.7038066137671946,0.9992712810025614,0.04995833333333333,0.035369791666666664,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.618421580754173,0.9985732733452614,0.049579543210002866,0.030399762822071782,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4226738132163292,0.9982543952002975,0.05024597732326021,0.021166160185704556,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06941899105312477,0.9975846520847315,0.04974478781150738,-0.0034474572438595377,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.1936592664418956,0.9979782285879863,0.05034478884058208,-0.009706162434395857,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,52260808,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.005595631382512428,0.22408118692225876,0.050601228313684854,0.0002845886257884247,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,0,0.0,0.0,1.0,0.72,0.724595996446123,0.9819764071876216,0.05022916666666666,0.036359375,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.5966847526767074,0.9905711878935023,0.04926010280935165,0.03036193059712706,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4413559356661378,0.9738186199317104,0.05005935333119306,0.021707474244615443,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.04818930159898067,0.44079022741334506,0.04960130156450957,-0.0023062303983641215,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.14840422968146608,0.9346518736304851,0.050736413902018176,-0.007764332913770289,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,52260801,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.02885181933398581,0.5287267663158384,0.05091260648915791,0.0014767959724950174,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,0,0.0,0.0,1.0,0.72,0.7187791612733242,0.9890985055518441,0.04988541666666666,0.03586458333333333,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6234835420614039,0.9843884103437787,0.049772588844387844,0.03161135832695501,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4197258335335225,0.8980561656402791,0.04999443151955124,0.020156015874940085,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06333633468398454,0.5110620697574013,0.05072338967782207,-0.0033180290718809653,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.1544070897454685,0.8654760646316753,0.05030264677996088,-0.007935512052654888,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,52260802,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.008160054062020899,-6.019564857022354,0.04989272143349323,-0.00042307017405988266,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,0,0.0,0.0,1.0,0.72,0.6870041643807918,0.9823332388324043,0.050020833333333334,0.03395833333333333,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6612273208737846,0.9875150825813045,0.04995425144660213,0.03233341398983777,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4188421792725598,0.9767192963505889,0.0505800217832781,0.02145087719373218,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.055108082680549585,0.947980608062739,0.0502642763124352,-0.002748310725650756,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.16453867283210996,0.9700638909204568,0.04962898260994164,-0.008092966640870355,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,52260803,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.02667034095450745,0.9592308661729926,0.050288080627992233,-0.0013422542339640731,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,0,0.0,0.0,1.0,0.72,0.6964135615167066,0.9890849379727903,0.05072395833333333,0.035869791666666664,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6392905709519281,0.9919935502189747,0.050655280670918845,0.03311288055184282,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.41048693005595055,0.9913309909596507,0.04885311238301672,0.02035034886227254,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.03220989268320307,0.3854638220557255,0.05005085228891579,-0.0015911805290455792,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.17332682805616345,0.9535476282883646,0.050882561634887524,-0.008994583041686644,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,52260804,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.02614033368140416,-0.2590172129996724,0.049655181354563094,-0.001230061248750505,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,0,0.0,0.0,1.0,0.72,0.7220831622279398,0.9986916214151191,0.04915625,0.035104166666666665,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6352271621200056,0.9626587041568012,0.050519558409458355,0.031101711313651664,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.40904013972898245,0.9655126610829526,0.04992444109716007,0.02084739363346503,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06041896996271649,0.6791692027351586,0.04960134328978212,-0.002958618166084991,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.15507531813609884,0.9876501470788901,0.05065877566865348,-0.007962162980976255,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,52260805,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.012713680065797957,0.13148929939804932,0.0489514623644553,0.0006463074721676633,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,0,0.0,0.0,1.0,0.72,0.7255612890035943,0.9942820265340733,0.05113541666666667,0.03795833333333333,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6300924446669023,0.989170136024962,0.05022442161064864,0.03136670527105351,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.43286006941897587,0.9957506692370189,0.05096420289995973,0.022381768019231835,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.040879423464310664,0.675611812637879,0.049580497864767294,-0.002000812190656161,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.2064213112741637,0.9804881560190492,0.049882071554387376,-0.010423443560642828,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,52260806,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.0027926186237363045,-0.1263863662798379,0.05048081580911798,0.0001581662092854349,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,52260807,0,0.0,0.0,1.0,0.72,0.7014275216764643,0.9967505037074107,0.05066666666666667,0.03495833333333333,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,52260807,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.5996772730028211,0.9774420453701336,0.049837442417830904,0.031136643828816053,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,52260807,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.44033996186978114,0.9957061800576916,0.050004810513083364,0.021762652142904952,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,52260807,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.053925938350316976,0.6922546903979307,0.05000302450771227,-0.002597052767051366,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,52260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.18754650791853889,0.9638710123317022,0.049482215120791526,-0.009176015408902699,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
